InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
670833,SKU_1054,T-shirt,49,2023/1/5 10:00,90.66,70143,United Kingdom,0.39,Credit Card,26.85,Stationery,In-store,Not Returned,DHL,Amsterdam,High
438663,SKU_1066,Wireless Mouse,2,2023/1/5 11:00,7.52,92837,Norway,0.46,paypall,5.94,Apparel,Online,Not Returned,Royal Mail,Rome,Low
785359,SKU_1696,Blue Pen,18,2023/1/5 12:00,43.22,39058,France,0.36,paypall,12.99,Furniture,In-store,Not Returned,DHL,Berlin,High
458237,SKU_1146,Headphones,3,2023/1/5 13:00,33.27,,Australia,0.42,Bank Transfer,21.27,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium
980756,SKU_1585,Notebook,21,2023/1/5 14:00,46.36,90345,United States,0.33,Bank Transfer,15.26,Apparel,In-store,Not Returned,Royal Mail,London,Low
562735,SKU_1979,Backpack,13,2023/1/5 15:00,7.15,65788,Norway,0.32,Bank Transfer,24.78,Apparel,In-store,Not Returned,DHL,London,High
628056,SKU_1650,T-shirt,49,2023/1/5 16:00,12.14,16291,Spain,0.18,paypall,11.47,Stationery,In-store,Not Returned,FedEx,London,Medium
363648,SKU_1735,Office Chair,47,2023/1/5 17:00,49.07,71234,Italy,0,Credit Card,28.19,Stationery,In-store,Not Returned,DHL,Berlin,Medium
430130,SKU_1231,White Mug,27,2023/1/5 18:00,92.48,17504,France,0.28,Credit Card,10.54,Apparel,Online,Not Returned,FedEx,Rome,Medium
569988,SKU_1467,Wall Clock,3,2023/1/5 19:00,10.52,83492,Portugal,0.3,Credit Card,12.65,Stationery,In-store,Not Returned,UPS,Berlin,Medium
632290,SKU_1694,White Mug,5,2023/1/5 20:00,10.44,58228,Germany,0.19,Credit Card,5.18,Electronics,In-store,Not Returned,UPS,London,Medium
175427,SKU_1095,Desk Lamp,37,2023/1/5 21:00,24.38,42931,Spain,0.27,Bank Transfer,6.69,Furniture,In-store,Returned,UPS,London,Medium
400931,SKU_1490,Office Chair,38,2023/1/5 22:00,13.63,19851,United Kingdom,0.05,Bank Transfer,21.34,Stationery,Online,Returned,Royal Mail,Paris,Low
113898,SKU_1932,Wireless Mouse,48,2023/1/5 23:00,39.56,63753,Germany,0.16,Credit Card,18.74,Stationery,In-store,Not Returned,UPS,Paris,Low
180800,SKU_1853,USB Cable,2,2023/1/6 00:00,51.51,31505,Germany,0.21,Bank Transfer,16.44,Apparel,Online,Not Returned,UPS,Paris,Medium
838587,SKU_1247,Blue Pen,30,2023/1/6 01:00,79.11,51177,France,0.26,paypall,10.75,Electronics,In-store,Not Returned,UPS,Paris,Low
471167,SKU_1131,Office Chair,6,2023/1/6 02:00,20.99,26615,Germany,0.35,paypall,29.13,Furniture,In-store,Not Returned,DHL,Paris,Medium
226718,SKU_1524,Headphones,27,2023/1/6 03:00,2.18,47307,France,0.43,Credit Card,12.13,Furniture,In-store,Returned,UPS,Paris,Low
658031,SKU_1069,Desk Lamp,13,2023/1/6 04:00,70.89,31929,Belgium,0.41,Bank Transfer,20.92,Accessories,Online,Not Returned,FedEx,Berlin,Medium
833898,SKU_1348,Headphones,5,2023/1/6 05:00,47.36,83820,Spain,0.11,Credit Card,25.21,Furniture,Online,Returned,UPS,Amsterdam,Low
867877,SKU_1441,USB Cable,25,2023/1/6 06:00,37.67,78859,United States,0.23,paypall,6.65,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
274458,SKU_1255,Office Chair,27,2023/1/6 07:00,83,10165,Germany,0.48,Bank Transfer,11.34,Furniture,Online,Not Returned,FedEx,Rome,Medium
230864,SKU_1385,Backpack,16,2023/1/6 08:00,24.7,47042,Belgium,0.25,Credit Card,9.69,Stationery,Online,Not Returned,FedEx,Paris,Low
252395,SKU_1504,Backpack,48,2023/1/6 09:00,39.01,75246,Germany,0.34,Bank Transfer,20.92,Electronics,In-store,Not Returned,DHL,Rome,Low
562485,SKU_1699,Office Chair,7,2023/1/6 10:00,45.21,69560,France,0.11,paypall,21.94,Accessories,In-store,Not Returned,UPS,Rome,Low
272391,SKU_1600,USB Cable,43,2023/1/6 11:00,31.07,87863,Italy,0.23,paypall,12.32,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
641156,SKU_1415,Notebook,3,2023/1/6 12:00,26.22,35579,Australia,0.13,paypall,9.43,Accessories,Online,Not Returned,FedEx,Berlin,Medium
330804,SKU_1318,White Mug,15,2023/1/6 13:00,65.74,30922,Sweden,0.36,Credit Card,24.19,Furniture,Online,Not Returned,FedEx,Amsterdam,High
888512,SKU_1315,T-shirt,17,2023/1/6 14:00,63.55,35817,Portugal,0.02,Bank Transfer,24.41,Electronics,In-store,Returned,DHL,Amsterdam,Medium
244848,SKU_1665,Office Chair,3,2023/1/6 15:00,71.77,73887,United States,0.36,paypall,29.29,Apparel,Online,Not Returned,Royal Mail,Paris,High
297303,SKU_1985,Wall Clock,2,2023/1/6 16:00,46.38,41642,Sweden,0.04,paypall,8.98,Furniture,Online,Not Returned,UPS,Amsterdam,High
284884,SKU_1997,White Mug,46,2023/1/6 17:00,86.87,42929,Portugal,0.03,Credit Card,12.89,Apparel,In-store,Not Returned,UPS,Berlin,Low
687559,SKU_1661,Wall Clock,5,2023/1/6 18:00,38.85,96386,Norway,0.04,Bank Transfer,7.62,Stationery,In-store,Not Returned,DHL,Paris,High
177585,SKU_1329,White Mug,-37,2023/1/6 19:00,-9.82,,United States,0.48,paypall,,Accessories,In-store,Not Returned,DHL,,High
551758,SKU_1982,Wireless Mouse,31,2023/1/6 20:00,80.47,,Sweden,0.39,Bank Transfer,21.86,Stationery,In-store,Not Returned,UPS,London,High
224147,SKU_1131,T-shirt,36,2023/1/6 21:00,9.72,87986,Germany,0.05,paypall,10.38,Stationery,Online,Not Returned,UPS,Berlin,Low
115628,SKU_1143,White Mug,44,2023/1/6 22:00,95.06,41992,Belgium,0.33,paypall,14.44,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
487994,SKU_1246,T-shirt,7,2023/1/6 23:00,53.31,55473,Portugal,0.31,Bank Transfer,24.64,Electronics,Online,Not Returned,FedEx,Paris,High
359517,SKU_1062,USB Cable,25,2023/1/7 00:00,57.31,68284,Australia,0.48,Bank Transfer,14.9,Furniture,In-store,Not Returned,DHL,London,High
239337,SKU_1681,Wireless Mouse,43,2023/1/7 01:00,37.19,37078,Germany,0.27,Bank Transfer,10.95,Stationery,In-store,Not Returned,DHL,London,Low
491016,SKU_1928,Backpack,20,2023/1/7 02:00,91.02,64667,United Kingdom,0.39,Bank Transfer,23.94,Electronics,In-store,Not Returned,DHL,London,Medium
898892,SKU_1908,Office Chair,25,2023/1/7 03:00,16.92,90433,United Kingdom,0.32,Credit Card,24.5,Stationery,Online,Not Returned,DHL,Paris,Medium
359970,SKU_1813,Wall Clock,-15,2023/1/7 04:00,-41.88,,Australia,1.815431104,paypall,,Apparel,Online,Returned,Royal Mail,,Medium
627765,SKU_1502,Wireless Mouse,-48,2023/1/7 05:00,26.32,,Spain,0.06,Bank Transfer,,Accessories,In-store,Returned,Royal Mail,,Medium
888634,SKU_1235,Blue Pen,10,2023/1/7 06:00,39.91,99894,Portugal,0.39,Credit Card,16.14,Stationery,Online,Returned,DHL,Amsterdam,Medium
213846,SKU_1396,Wireless Mouse,49,2023/1/7 07:00,28.72,54206,Italy,0.47,Bank Transfer,27.69,Stationery,In-store,Not Returned,DHL,Rome,High
975842,SKU_1800,White Mug,6,2023/1/7 08:00,35.36,88784,Spain,0.13,Bank Transfer,18.78,Furniture,Online,Not Returned,Royal Mail,London,Medium
344000,SKU_1122,White Mug,11,2023/1/7 09:00,5.96,64995,Belgium,0.11,Credit Card,9.73,Electronics,Online,Not Returned,DHL,London,Medium
993185,SKU_1269,White Mug,49,2023/1/7 10:00,46.09,91686,Norway,0.06,paypall,24.93,Apparel,In-store,Not Returned,Royal Mail,Paris,Low
373994,SKU_1007,Wireless Mouse,-33,2023/1/7 11:00,-34.37,,Spain,1.328252933,paypall,,Accessories,In-store,Not Returned,FedEx,,Medium
859981,SKU_1729,USB Cable,30,2023/1/7 12:00,80.15,61850,France,0.43,Credit Card,12.43,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
758166,SKU_1341,Headphones,21,2023/1/7 13:00,51.07,40215,Italy,0.01,Bank Transfer,7.38,Stationery,Online,Not Returned,FedEx,London,Low
456512,SKU_1685,White Mug,27,2023/1/7 14:00,59.07,93703,Germany,0.07,Credit Card,26.61,Stationery,Online,Not Returned,DHL,London,High
886617,SKU_1637,Notebook,47,2023/1/7 15:00,78.89,32530,Sweden,0.27,Credit Card,23.83,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
124718,SKU_1896,Notebook,42,2023/1/7 16:00,78.1,,United Kingdom,0.01,Bank Transfer,5.09,Electronics,Online,Not Returned,Royal Mail,Paris,Medium
811562,SKU_1314,Headphones,36,2023/1/7 17:00,67.08,20554,Netherlands,0.3,Credit Card,26.65,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
780575,SKU_1827,T-shirt,45,2023/1/7 18:00,86.78,75116,France,0.22,Bank Transfer,20.94,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
521541,SKU_1560,Office Chair,33,2023/1/7 19:00,33.5,27355,United States,0.22,Credit Card,23.11,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High
904890,SKU_1335,Office Chair,47,2023/1/7 20:00,71.37,75314,Norway,0.21,Credit Card,23.66,Accessories,Online,Not Returned,FedEx,London,High
230293,SKU_1747,Wall Clock,27,2023/1/7 21:00,18.68,98086,Norway,0.01,Bank Transfer,15.8,Accessories,Online,Not Returned,Royal Mail,Paris,High
484486,SKU_1860,T-shirt,37,2023/1/7 22:00,62.45,54876,Germany,0.35,Credit Card,14.29,Furniture,In-store,Not Returned,FedEx,Rome,High
771366,SKU_1828,Notebook,6,2023/1/7 23:00,97.11,96802,United Kingdom,0.05,Credit Card,10.17,Accessories,Online,Returned,FedEx,Amsterdam,Low
849440,SKU_1255,Wireless Mouse,39,2023/1/8 00:00,35.25,77400,Netherlands,0.1,paypall,23.22,Accessories,Online,Not Returned,FedEx,Rome,Low
526185,SKU_1115,Office Chair,8,2023/1/8 01:00,13.22,57101,Spain,0.07,paypall,21.07,Stationery,Online,Not Returned,UPS,Berlin,High
701108,SKU_1790,Wall Clock,12,2023/1/8 02:00,42.57,,Sweden,0.25,Bank Transfer,12.92,Stationery,In-store,Not Returned,DHL,Rome,Low
990446,SKU_1388,Backpack,47,2023/1/8 03:00,43.38,12620,Norway,0.27,Credit Card,13.74,Furniture,Online,Not Returned,DHL,Amsterdam,Low
520871,SKU_1084,Headphones,3,2023/1/8 04:00,61.29,79605,Italy,0.16,Credit Card,25.06,Electronics,Online,Returned,FedEx,Berlin,High
850039,SKU_1631,Headphones,9,2023/1/8 05:00,21.49,13900,Spain,0.08,paypall,13.56,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
181234,SKU_1895,Desk Lamp,43,2023/1/8 06:00,93.05,43809,Italy,0.41,Bank Transfer,18.01,Apparel,In-store,Returned,Royal Mail,London,Low
753570,SKU_1049,Office Chair,12,2023/1/8 07:00,48.26,37088,Germany,0.49,Credit Card,20.95,Accessories,In-store,Not Returned,DHL,Rome,Medium
593622,SKU_1163,Blue Pen,40,2023/1/8 08:00,76.83,66122,Australia,0.3,Bank Transfer,22.04,Accessories,In-store,Not Returned,Royal Mail,London,High
371246,SKU_1147,USB Cable,46,2023/1/8 09:00,13.3,45391,Spain,0.34,Credit Card,24.89,Apparel,Online,Not Returned,UPS,Amsterdam,High
953539,SKU_1554,Desk Lamp,-31,2023/1/8 10:00,-33.39,,Sweden,1.249918413,paypall,,Apparel,Online,Not Returned,UPS,,High
334501,SKU_1135,Desk Lamp,3,2023/1/8 11:00,24.28,19574,Spain,0.09,Credit Card,8.83,Accessories,In-store,Not Returned,Royal Mail,Rome,High
750616,SKU_1757,Desk Lamp,33,2023/1/8 12:00,39.79,46979,Belgium,0.36,Bank Transfer,21.26,Accessories,Online,Returned,Royal Mail,Amsterdam,Medium
184079,SKU_1217,Backpack,13,2023/1/8 13:00,3.94,69128,United States,0.41,Bank Transfer,23.02,Electronics,In-store,Not Returned,DHL,Paris,High
491313,SKU_1936,White Mug,12,2023/1/8 14:00,17.54,34317,Australia,0.46,paypall,26.68,Stationery,Online,Not Returned,UPS,Paris,Medium
718725,SKU_1505,USB Cable,37,2023/1/8 15:00,46.32,28021,Sweden,0.1,Bank Transfer,7.6,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium
703858,SKU_1792,T-shirt,7,2023/1/8 16:00,15.61,55461,United Kingdom,0.4,Bank Transfer,13.59,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
716944,SKU_1371,White Mug,6,2023/1/8 17:00,86.99,51328,United States,0.18,Bank Transfer,10.46,Stationery,In-store,Not Returned,Royal Mail,Berlin,High
297937,SKU_1233,Desk Lamp,41,2023/1/8 18:00,41.24,70321,United Kingdom,0.38,Bank Transfer,5.3,Stationery,In-store,Not Returned,DHL,Rome,Medium
480445,SKU_1774,Headphones,4,2023/1/8 19:00,78.95,73408,Norway,0.1,Bank Transfer,26.1,Electronics,Online,Not Returned,DHL,Paris,Low
796780,SKU_1114,Blue Pen,23,2023/1/8 20:00,46.08,66832,Belgium,0.15,Bank Transfer,7.53,Accessories,Online,Not Returned,FedEx,Amsterdam,High
256454,SKU_1853,Blue Pen,4,2023/1/8 21:00,4.87,57400,Norway,0.09,Credit Card,12.06,Furniture,Online,Not Returned,FedEx,London,Medium
138795,SKU_1188,Headphones,3,2023/1/8 22:00,35.46,61248,Italy,0.33,paypall,10.7,Stationery,In-store,Not Returned,FedEx,Rome,Low
151425,SKU_1416,Blue Pen,38,2023/1/8 23:00,48.26,27980,Belgium,0.47,Credit Card,17.73,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
681690,SKU_1196,USB Cable,27,2023/1/9 00:00,34.65,93866,Norway,0.46,Bank Transfer,20.07,Accessories,Online,Not Returned,FedEx,Paris,Medium
555755,SKU_1549,Blue Pen,11,2023/1/9 01:00,59.64,51182,United States,0.4,paypall,20.74,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
831563,SKU_1523,Wireless Mouse,29,2023/1/9 02:00,55.58,89237,Italy,0.38,Credit Card,29.79,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High
465271,SKU_1635,Desk Lamp,29,2023/1/9 03:00,94.71,82350,Norway,0.43,Bank Transfer,23.13,Stationery,Online,Not Returned,DHL,Amsterdam,Low
863011,SKU_1555,White Mug,37,2023/1/9 04:00,37.61,95469,Portugal,0.34,Bank Transfer,19.57,Electronics,Online,Not Returned,FedEx,London,Medium
936081,SKU_1820,USB Cable,43,2023/1/9 05:00,27.67,64012,Belgium,0.31,paypall,8.11,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
303567,SKU_1013,Headphones,8,2023/1/9 06:00,63.68,42958,Belgium,0.19,paypall,27.34,Electronics,Online,Not Returned,FedEx,Berlin,High
719405,SKU_1966,Blue Pen,32,2023/1/9 07:00,43.21,28129,France,0.41,paypall,19.8,Electronics,In-store,Returned,DHL,Amsterdam,Medium
361712,SKU_1859,Blue Pen,14,2023/1/9 08:00,2.12,68239,France,0.42,Bank Transfer,6.45,Furniture,Online,Not Returned,UPS,London,Medium
564962,SKU_1563,Notebook,20,2023/1/9 09:00,65.23,30591,Spain,0.07,Credit Card,6.62,Accessories,Online,Not Returned,UPS,London,High
833413,SKU_1244,Office Chair,24,2023/1/9 10:00,61.73,,Norway,0.16,Bank Transfer,23.42,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
287350,SKU_1691,White Mug,29,2023/1/9 11:00,15.87,45133,Spain,0.12,Bank Transfer,16.2,Furniture,Online,Not Returned,FedEx,London,Low
440300,SKU_1301,Backpack,1,2023/1/9 12:00,34.86,23814,United States,0.31,Credit Card,18.49,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
529960,SKU_1463,Blue Pen,10,2023/1/9 13:00,84.67,62357,Sweden,0.34,paypall,7.02,Stationery,Online,Returned,Royal Mail,Amsterdam,Medium
450484,SKU_1936,USB Cable,19,2023/1/9 14:00,55.85,34178,Spain,0.25,Credit Card,8.77,Accessories,In-store,Not Returned,DHL,Rome,Medium
130568,SKU_1641,Office Chair,39,2023/1/9 15:00,71.89,98130,Germany,0.14,paypall,25.43,Furniture,Online,Not Returned,DHL,Rome,High
371056,SKU_1432,Desk Lamp,45,2023/1/9 16:00,75.69,57602,Netherlands,0.04,Credit Card,18.37,Apparel,In-store,Not Returned,DHL,Berlin,Low
787887,SKU_1990,Office Chair,48,2023/1/9 17:00,72.98,22364,Belgium,0.19,Bank Transfer,10.79,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium
412570,SKU_1611,USB Cable,18,2023/1/9 18:00,59.97,55689,Sweden,0.09,paypall,19.33,Accessories,Online,Not Returned,DHL,Berlin,Medium
472507,SKU_1461,Wall Clock,38,2023/1/9 19:00,69.51,79629,Australia,0.46,Bank Transfer,13.94,Furniture,Online,Not Returned,UPS,Rome,Low
330066,SKU_1877,Office Chair,7,2023/1/9 20:00,89.95,58658,France,0.03,paypall,22.59,Stationery,Online,Not Returned,Royal Mail,Paris,High
353007,SKU_1283,Desk Lamp,24,2023/1/9 21:00,41.24,59761,Belgium,0.41,Credit Card,19.87,Furniture,In-store,Not Returned,UPS,Paris,High
594957,SKU_1622,Blue Pen,22,2023/1/9 22:00,67.47,67966,Belgium,0.22,Bank Transfer,16.36,Apparel,In-store,Not Returned,DHL,London,Medium
102355,SKU_1799,Office Chair,16,2023/1/9 23:00,92.5,98500,Australia,0.28,paypall,16.43,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High
196429,SKU_1603,Backpack,6,2023/1/10 00:00,29.05,44972,Germany,0.06,Credit Card,13.92,Apparel,In-store,Not Returned,FedEx,London,High
810093,SKU_1587,Notebook,43,2023/1/10 01:00,32.68,84968,Spain,0.37,Bank Transfer,21.39,Stationery,Online,Not Returned,Royal Mail,London,High
559501,SKU_1716,White Mug,7,2023/1/10 02:00,14.35,76059,Spain,0.27,Bank Transfer,21.1,Accessories,Online,Not Returned,Royal Mail,Paris,Medium
578187,SKU_1533,Desk Lamp,18,2023/1/10 03:00,45.38,94027,France,0.15,paypall,15.39,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
538949,SKU_1681,Blue Pen,35,2023/1/10 04:00,10.95,72800,Italy,0.4,Bank Transfer,13.69,Apparel,In-store,Not Returned,FedEx,Paris,Medium
211151,SKU_1367,Office Chair,49,2023/1/10 05:00,57.87,,Australia,0.13,Credit Card,20.07,Electronics,In-store,Not Returned,FedEx,Paris,High
400670,SKU_1156,Desk Lamp,24,2023/1/10 06:00,77.72,84256,Belgium,0.29,paypall,16.34,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
904520,SKU_1733,Headphones,16,2023/1/10 07:00,53.93,66317,Netherlands,0.25,Credit Card,16.04,Accessories,Online,Not Returned,DHL,London,High
427521,SKU_1462,White Mug,-19,2023/1/10 08:00,-39.29,,Belgium,1.845676287,paypall,,Furniture,Online,Not Returned,FedEx,,Medium
275477,SKU_1871,White Mug,19,2023/1/10 09:00,64.97,70153,United Kingdom,0.34,Credit Card,21.11,Electronics,Online,Not Returned,UPS,Berlin,Medium
532058,SKU_1579,Backpack,43,2023/1/10 10:00,16.08,51824,Germany,0.14,Bank Transfer,24.13,Electronics,In-store,Not Returned,DHL,Paris,High
686076,SKU_1160,Backpack,1,2023/1/10 11:00,78.53,97290,Italy,0.44,Bank Transfer,5.04,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium
604898,SKU_1173,Backpack,22,2023/1/10 12:00,20.25,64341,Sweden,0.19,Bank Transfer,14.96,Stationery,In-store,Not Returned,UPS,Amsterdam,High
675817,SKU_1904,Headphones,31,2023/1/10 13:00,16.44,53125,Netherlands,0.35,paypall,22.56,Electronics,Online,Returned,UPS,Amsterdam,High
212833,SKU_1498,Desk Lamp,14,2023/1/10 14:00,2.14,22545,United Kingdom,0.29,Credit Card,24.69,Electronics,In-store,Not Returned,UPS,Rome,Low
203578,SKU_1549,White Mug,30,2023/1/10 15:00,49.71,49961,Australia,0.3,Bank Transfer,23.71,Accessories,In-store,Not Returned,FedEx,Paris,High
283455,SKU_1335,Backpack,31,2023/1/10 16:00,4.49,43301,United Kingdom,0.24,Bank Transfer,12.95,Stationery,In-store,Not Returned,UPS,Paris,Low
605527,SKU_1025,Wall Clock,32,2023/1/10 17:00,91.33,60951,United Kingdom,0.15,Credit Card,29.56,Furniture,In-store,Not Returned,DHL,London,Medium
663465,SKU_1765,USB Cable,43,2023/1/10 18:00,87.12,40170,United States,0.3,Credit Card,19.35,Apparel,Online,Not Returned,DHL,London,High
741191,SKU_1503,Headphones,17,2023/1/10 19:00,42.83,89451,United Kingdom,0.16,paypall,9.51,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
663344,SKU_1298,Notebook,28,2023/1/10 20:00,4.27,42399,Spain,0.24,Credit Card,21.41,Accessories,In-store,Not Returned,DHL,Berlin,Medium
581465,SKU_1436,Headphones,34,2023/1/10 21:00,84.89,77251,France,0.42,paypall,16.93,Electronics,In-store,Not Returned,FedEx,Paris,High
690709,SKU_1794,Desk Lamp,17,2023/1/10 22:00,11.04,62833,United Kingdom,0.33,paypall,28.31,Accessories,Online,Not Returned,FedEx,Rome,High
788992,SKU_1758,Wall Clock,6,2023/1/10 23:00,83.72,63465,Belgium,0.49,paypall,13.17,Furniture,Online,Not Returned,DHL,Paris,Low
401829,SKU_1010,USB Cable,48,2023/1/11 00:00,70.38,33730,France,0.02,Credit Card,10.03,Apparel,Online,Not Returned,Royal Mail,Rome,Low
308294,SKU_1237,Wall Clock,29,2023/1/11 01:00,93.47,78632,Germany,0.41,paypall,18.14,Furniture,Online,Not Returned,Royal Mail,London,Medium
168590,SKU_1618,Wall Clock,9,2023/1/11 02:00,42.4,46151,United Kingdom,0.31,Bank Transfer,24.11,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
371121,SKU_1409,T-shirt,31,2023/1/11 03:00,83.16,93275,Germany,0.09,Credit Card,24.05,Furniture,Online,Not Returned,Royal Mail,Rome,High
977000,SKU_1333,White Mug,30,2023/1/11 04:00,83.91,63744,Belgium,0.15,Bank Transfer,7.57,Electronics,Online,Not Returned,FedEx,Paris,Medium
935399,SKU_1312,Wall Clock,9,2023/1/11 05:00,22.81,66336,Belgium,0.13,Bank Transfer,24.43,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High
436216,SKU_1000,Blue Pen,42,2023/1/11 06:00,35.42,34957,France,0.09,Bank Transfer,29.37,Furniture,In-store,Not Returned,UPS,London,High
508286,SKU_1522,Blue Pen,10,2023/1/11 07:00,66.22,35514,Australia,0.43,Bank Transfer,25.01,Electronics,In-store,Not Returned,DHL,Paris,Low
575689,SKU_1669,Wall Clock,38,2023/1/11 08:00,20.76,28547,Australia,0.08,Bank Transfer,28.62,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
907932,SKU_1087,Blue Pen,33,2023/1/11 09:00,82.5,51483,Portugal,0.2,Bank Transfer,5.42,Apparel,In-store,Returned,UPS,Paris,High
599203,SKU_1241,Office Chair,3,2023/1/11 10:00,46.82,,France,0.44,Bank Transfer,11.68,Electronics,Online,Not Returned,FedEx,,Low
634299,SKU_1131,Wireless Mouse,29,2023/1/11 11:00,88.12,10045,Norway,0.24,paypall,18.75,Accessories,In-store,Not Returned,DHL,Berlin,Low
279111,SKU_1597,Desk Lamp,39,2023/1/11 12:00,60.26,83363,Spain,0.01,paypall,24.29,Electronics,In-store,Returned,DHL,Amsterdam,Medium
502112,SKU_1621,Wall Clock,41,2023/1/11 13:00,47.2,51478,Norway,0.47,paypall,28.56,Stationery,Online,Not Returned,UPS,Paris,Low
457479,SKU_1327,T-shirt,14,2023/1/11 14:00,85.46,29971,Spain,0.03,Bank Transfer,16.95,Apparel,In-store,Not Returned,UPS,Paris,Low
533174,SKU_1110,Office Chair,15,2023/1/11 15:00,7.41,50778,United Kingdom,0.2,Credit Card,10.35,Furniture,In-store,Not Returned,Royal Mail,London,Medium
535128,SKU_1719,Office Chair,10,2023/1/11 16:00,5.67,23177,Norway,0.37,paypall,18.32,Furniture,Online,Not Returned,UPS,Berlin,High
100814,SKU_1288,Wall Clock,16,2023/1/11 17:00,33.21,96572,Portugal,0.46,Bank Transfer,19.19,Accessories,In-store,Returned,FedEx,Paris,High
568492,SKU_1416,Headphones,33,2023/1/11 18:00,35.25,97992,Portugal,0.45,Credit Card,9.79,Electronics,Online,Not Returned,FedEx,London,Low
517935,SKU_1073,Desk Lamp,28,2023/1/11 19:00,41.37,96356,United States,0.02,paypall,27.53,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
382294,SKU_1833,Wireless Mouse,39,2023/1/11 20:00,31.72,36430,Italy,0.38,Credit Card,13.82,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
103825,SKU_1760,Notebook,43,2023/1/11 21:00,82.55,37817,Belgium,0.44,paypall,12.32,Furniture,In-store,Not Returned,FedEx,London,High
674656,SKU_1107,Blue Pen,24,2023/1/11 22:00,96.83,,Belgium,0.13,paypall,10.02,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
508016,SKU_1515,Wall Clock,15,2023/1/11 23:00,70.44,31374,Australia,0.01,Bank Transfer,26.3,Electronics,Online,Not Returned,Royal Mail,Paris,High
175535,SKU_1726,Wall Clock,13,2023/1/12 00:00,73.46,93473,Belgium,0.42,Credit Card,24.2,Accessories,In-store,Not Returned,FedEx,Paris,High
186390,SKU_1690,T-shirt,19,2023/1/12 01:00,81.54,56212,Australia,0.03,Credit Card,26.78,Furniture,In-store,Not Returned,FedEx,London,Medium
604484,SKU_1666,Notebook,11,2023/1/12 02:00,35.64,90789,United Kingdom,0.14,paypall,27.23,Stationery,In-store,Not Returned,DHL,Rome,Medium
323923,SKU_1800,T-shirt,13,2023/1/12 03:00,50.78,60935,Portugal,0.3,Bank Transfer,15.9,Furniture,In-store,Returned,UPS,Amsterdam,High
729364,SKU_1736,Wall Clock,40,2023/1/12 04:00,99.87,10223,Italy,0.26,Bank Transfer,6.64,Apparel,Online,Returned,FedEx,Rome,High
830377,SKU_1104,USB Cable,32,2023/1/12 05:00,54.63,88788,United Kingdom,0.23,paypall,24.08,Stationery,Online,Not Returned,FedEx,Berlin,Low
279577,SKU_1381,White Mug,26,2023/1/12 06:00,72.14,74887,United States,0.24,Bank Transfer,29.22,Furniture,Online,Returned,UPS,Rome,Medium
877765,SKU_1595,White Mug,42,2023/1/12 07:00,96.88,39426,Sweden,0.29,Credit Card,17.61,Accessories,Online,Not Returned,FedEx,Rome,Medium
682187,SKU_1076,Wireless Mouse,16,2023/1/12 08:00,2,11779,Portugal,0.04,Credit Card,21.17,Accessories,In-store,Not Returned,FedEx,Paris,Medium
838142,SKU_1202,USB Cable,-8,2023/1/12 09:00,-76.52,,Germany,0.32,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
909033,SKU_1850,Wall Clock,49,2023/1/12 10:00,79.12,36908,Norway,0.36,Credit Card,21.3,Stationery,In-store,Not Returned,UPS,Rome,Medium
241749,SKU_1500,T-shirt,13,2023/1/12 11:00,56.26,63220,United Kingdom,0.1,Bank Transfer,14.33,Furniture,In-store,Not Returned,Royal Mail,London,Medium
